Project,project_id,issue_iid,issue_id,title,state,author,assignees,labels,milestone,created_at,updated_at,due_date,weight,confidential,web_url
"atlas-datascience/lion/local-environment","70509031","24","173838708","As Architect I want to create a basic site map for the front end","closed","roy.mayfield","szahniy","","","2025-08-11T17:16:15.711Z","2025-09-23T14:48:02.875Z","","5","false","https://gitlab.com/atlas-datascience/lion/local-environment/-/issues/24"
"atlas-datascience/lion/devops","71509248","8","171756694","As Architect I want to create a basic site map for the front end","closed","roy.mayfield","szahniy","","","2025-08-11T17:16:15.711Z","2025-09-23T14:48:02.563Z","","5","false","https://gitlab.com/atlas-datascience/lion/devops/-/issues/8"
"atlas-datascience/lion/local-environment","70509031","25","173838709","As Architect I want to define API Standards","closed","roy.mayfield","szahniy","","","2025-08-11T17:20:50.488Z","2025-09-23T14:48:03.941Z","","5","false","https://gitlab.com/atlas-datascience/lion/local-environment/-/issues/25"
"atlas-datascience/lion/devops","71509248","9","171756880","As Architect I want to define API Standards","closed","roy.mayfield","szahniy","","","2025-08-11T17:20:50.488Z","2025-09-23T14:48:03.674Z","","5","false","https://gitlab.com/atlas-datascience/lion/devops/-/issues/9"
"atlas-datascience/lion/local-environment","70509031","15","173838315","As Architect I want to create application logging design","opened","roy.mayfield","szahniy","In Progress|aspect::platform","","2025-08-11T17:22:27.387Z","2025-09-23T14:51:45.733Z","","5","false","https://gitlab.com/atlas-datascience/lion/local-environment/-/issues/15"
"atlas-datascience/lion/devops","71509248","10","171756959","As Architect I want to create application logging design","closed","roy.mayfield","szahniy","Sprint Ready|aspect::platform","","2025-08-11T17:22:27.387Z","2025-09-24T13:17:00.985Z","","5","false","https://gitlab.com/atlas-datascience/lion/devops/-/issues/10"
"atlas-datascience/lion/project-lion/data-ingestion-enrichment/open-metadata-client","71561356","1","171811663","Bulk Insert Enriched Data into OpenSearch","closed","johndmema","johndmema","","","2025-08-12T19:19:57.740Z","2025-08-14T13:32:03.102Z","","","false","https://gitlab.com/atlas-datascience/lion/project-lion/data-ingestion-enrichment/open-metadata-client/-/issues/1"
"atlas-datascience/lion/project-lion/edge-connectors/edge-connector","70663067","45","171864613","Fail SQSRecords that don't reach the Kinesis stream","closed","rcross3","rcross3","aspect::edge-connector","","2025-08-13T21:35:59.581Z","2025-09-19T14:52:31.984Z","","5","false","https://gitlab.com/atlas-datascience/lion/project-lion/edge-connectors/edge-connector/-/issues/45"
"atlas-datascience/lion/local-environment","70509031","19","173838697","Develop Python Issue Extractor for MS Project Integration","closed","roy.mayfield","","","","2025-08-15T13:59:35.208Z","2025-09-23T14:47:56.111Z","","","false","https://gitlab.com/atlas-datascience/lion/local-environment/-/work_items/19"
"atlas-datascience/lion/devops","71509248","11","171948041","Develop Python Issue Extractor for MS Project Integration","closed","roy.mayfield","","","","2025-08-15T13:59:35.208Z","2025-09-23T14:47:55.727Z","","","false","https://gitlab.com/atlas-datascience/lion/devops/-/work_items/11"
"atlas-datascience/lion/project-lion/data-ingestion-enrichment/ingestion-gateway","70663322","9","171949115","Deploy ingestion gateway to localstack","closed","chris.sonnenberg","chris.sonnenberg","","","2025-08-15T14:30:15.801Z","2025-08-22T17:34:41.202Z","","3","false","https://gitlab.com/atlas-datascience/lion/project-lion/data-ingestion-enrichment/ingestion-gateway/-/work_items/9"
"atlas-datascience/lion/project-lion/edge-connectors/edge-connector","70663067","46","172044901","Filter extraction performed on received DELETE events","closed","rcross3","","aspect::edge-connector","","2025-08-18T15:51:11.356Z","2025-09-19T14:52:32.183Z","","3","false","https://gitlab.com/atlas-datascience/lion/project-lion/edge-connectors/edge-connector/-/issues/46"
"atlas-datascience/lion/project-lion/edge-connectors/edge-connector","70663067","47","172115045","Utilize privately published schemas package over hardcoded solution","closed","rcross3","rcross3","aspect::edge-connector","","2025-08-19T16:10:17.217Z","2025-09-19T14:52:32.378Z","","3","false","https://gitlab.com/atlas-datascience/lion/project-lion/edge-connectors/edge-connector/-/issues/47"
"atlas-datascience/lion/project-lion/schemas","71164198","3","172126265","Setup User Schema","closed","rprice314","rprice314","","","2025-08-19T22:14:11.548Z","2025-08-25T18:02:04.925Z","","3","false","https://gitlab.com/atlas-datascience/lion/project-lion/schemas/-/issues/3"
"atlas-datascience/lion/local-environment","70509031","5","172126353","Add rego s3 buckets","closed","rprice314","rprice314","","","2025-08-19T22:16:18.289Z","2025-08-25T18:27:56.833Z","","1","false","https://gitlab.com/atlas-datascience/lion/local-environment/-/issues/5"
"atlas-datascience/lion/local-environment","70509031","6","172126730","Add SNS Topic for OPA","closed","rprice314","rprice314","aspect::catalog","","2025-08-19T22:17:59.388Z","2025-09-19T18:38:51.162Z","","1","false","https://gitlab.com/atlas-datascience/lion/local-environment/-/issues/6"
"atlas-datascience/lion/cicd/catalog/pipelines","71129638","2","172126773","Rego Validation Pipeline","closed","rprice314","rprice314","aspect::catalog","","2025-08-19T22:21:25.581Z","2025-09-08T14:49:19.109Z","","8","false","https://gitlab.com/atlas-datascience/lion/cicd/catalog/pipelines/-/issues/2"
"atlas-datascience/lion/cicd/catalog/utility","69912988","1","172126860","Spike: WASM Build Process","closed","rprice314","rprice314","aspect::catalog","","2025-08-19T22:25:39.812Z","2025-09-08T14:48:18.206Z","","5","false","https://gitlab.com/atlas-datascience/lion/cicd/catalog/utility/-/issues/1"
"atlas-datascience/lion/cicd/catalog/utility","69912988","2","172126908","Rego Gitlab Configuration","closed","rprice314","rprice314","aspect::catalog","","2025-08-19T22:28:27.916Z","2025-09-05T18:25:40.823Z","","1","false","https://gitlab.com/atlas-datascience/lion/cicd/catalog/utility/-/issues/2"
"atlas-datascience/lion/local-environment","70509031","7","172126983","Create Example Policies","closed","rprice314","rprice314","","","2025-08-19T22:31:44.069Z","2025-08-25T18:27:56.903Z","","2","false","https://gitlab.com/atlas-datascience/lion/local-environment/-/issues/7"
"atlas-datascience/lion/local-environment","70509031","8","172127026","IDP Mock Data","closed","rprice314","rprice314","","","2025-08-19T22:34:10.882Z","2025-08-25T18:27:51.915Z","","1","false","https://gitlab.com/atlas-datascience/lion/local-environment/-/issues/8"
"atlas-datascience/lion/project-lion/data-ingestion-enrichment/ingestion-gateway","70663322","10","172159565","Ingestion gateway e2e testing","closed","chris.sonnenberg","chris.sonnenberg","","","2025-08-20T15:21:26.495Z","2025-08-22T17:33:32.581Z","","5","false","https://gitlab.com/atlas-datascience/lion/project-lion/data-ingestion-enrichment/ingestion-gateway/-/work_items/10"
"atlas-datascience/lion/project-lion/edge-connectors/edge-connector","70663067","48","172165501","Edge Connector schema validation fixes","closed","chris.sonnenberg","chris.sonnenberg","aspect::edge-connector","","2025-08-20T16:25:05.282Z","2025-09-19T14:52:32.772Z","","1","false","https://gitlab.com/atlas-datascience/lion/project-lion/edge-connectors/edge-connector/-/issues/48"
"atlas-datascience/lion/project-lion/edge-connectors/edge-connector","70663067","49","172173801","Bug: Idempotency Key Gen & Schema Validation","closed","rcross3","rcross3|chris.sonnenberg","aspect::edge-connector","","2025-08-20T17:45:56.261Z","2025-09-19T14:52:33.097Z","","3","false","https://gitlab.com/atlas-datascience/lion/project-lion/edge-connectors/edge-connector/-/issues/49"
"atlas-datascience/lion/project-lion/data-ingestion-enrichment/open-metadata-client","71561356","2","172226895","Update record with CorrelationID","closed","johndmema","rcross3|johndmema|chris.sonnenberg","","","2025-08-21T14:44:40.431Z","2025-08-22T17:39:22.101Z","","3","false","https://gitlab.com/atlas-datascience/lion/project-lion/data-ingestion-enrichment/open-metadata-client/-/issues/2"
"atlas-datascience/lion/project-lion/edge-connectors/edge-connector","70663067","50","172245107","Adjust strategy for records with failed Geospatial Extractions such that they propagate to ingestion gateway","closed","rcross3","rcross3","aspect::edge-connector","","2025-08-21T18:48:42.911Z","2025-09-19T14:52:33.305Z","","8","false","https://gitlab.com/atlas-datascience/lion/project-lion/edge-connectors/edge-connector/-/issues/50"
"atlas-datascience/lion/project-lion/data-ingestion-enrichment/ingestion-gateway","70663322","11","172246687","Report jest coverage","closed","chris.sonnenberg","chris.sonnenberg","","","2025-08-21T19:25:51.000Z","2025-08-22T17:33:21.920Z","","1","false","https://gitlab.com/atlas-datascience/lion/project-lion/data-ingestion-enrichment/ingestion-gateway/-/work_items/11"
"atlas-datascience/lion/project-lion/data-ingestion-enrichment/ingestion-gateway","70663322","12","172246846","fix up .env-examples","closed","chris.sonnenberg","chris.sonnenberg","","","2025-08-21T19:31:42.133Z","2025-09-06T13:40:25.816Z","","3","false","https://gitlab.com/atlas-datascience/lion/project-lion/data-ingestion-enrichment/ingestion-gateway/-/work_items/12"
"atlas-datascience/lion/project-lion/data-ingestion-enrichment/open-metadata-client","71561356","3","172248952","[Spike] Research predecessor enrichment process","closed","szahniy","johndmema","","","2025-08-21T20:21:30.622Z","2025-08-29T18:11:37.858Z","","3","false","https://gitlab.com/atlas-datascience/lion/project-lion/data-ingestion-enrichment/open-metadata-client/-/issues/3"
"atlas-datascience/lion/project-lion/data-ingestion-enrichment/ingestion-gateway","70663322","13","172287852","JWT authentication and tenant extraction","closed","szahniy","chris.sonnenberg","","","2025-08-22T15:02:47.116Z","2025-08-26T20:37:13.726Z","","3","false","https://gitlab.com/atlas-datascience/lion/project-lion/data-ingestion-enrichment/ingestion-gateway/-/issues/13"
"atlas-datascience/lion/project-lion/data-ingestion-enrichment/enrichment-functions/labeling","71561032","1","172289366","Spike: Evaluate Cerbos","closed","rprice314","rprice314","","","2025-08-22T15:16:16.639Z","2025-08-29T18:07:54.363Z","","2","false","https://gitlab.com/atlas-datascience/lion/project-lion/data-ingestion-enrichment/enrichment-functions/labeling/-/issues/1"
"atlas-datascience/lion/project-lion/data-ingestion-enrichment/enrichment-functions/geo-political-determination","71561102","1","172290258","Create Process to Maintain GeoPolical Boundary Data","opened","rprice314","rprice314","Ready|aspect::catalog","","2025-08-22T15:24:08.784Z","2025-09-18T19:10:06.901Z","","5","false","https://gitlab.com/atlas-datascience/lion/project-lion/data-ingestion-enrichment/enrichment-functions/geo-political-determination/-/issues/1"
"atlas-datascience/lion/project-lion/data-ingestion-enrichment/enrichment-functions/geo-political-determination","71561102","2","172290378","Create Country Code Service","closed","rprice314","","Backlog","","2025-08-22T15:27:20.135Z","2025-09-02T16:52:31.393Z","","","false","https://gitlab.com/atlas-datascience/lion/project-lion/data-ingestion-enrichment/enrichment-functions/geo-political-determination/-/issues/2"
"atlas-datascience/lion/project-lion/edge-connectors/edge-connector","70663067","51","172294274","As a Edge connector I want to store JTW token and TenantID that get passed to IG","opened","szahniy","chris.sonnenberg","Closed|aspect::edge-connector","","2025-08-22T17:16:14.078Z","2025-09-18T21:08:31.746Z","","1","false","https://gitlab.com/atlas-datascience/lion/project-lion/edge-connectors/edge-connector/-/issues/51"
"atlas-datascience/lion/project-lion/data-ingestion-enrichment/open-metadata-client","71561356","6","172294760","As Enrichment service I want to receive TenantId and use it to insert data into OM","closed","szahniy","johndmema","aspect::enrichment","","2025-08-22T17:19:53.763Z","2025-09-19T18:48:21.699Z","","3","false","https://gitlab.com/atlas-datascience/lion/project-lion/data-ingestion-enrichment/open-metadata-client/-/issues/6"
"atlas-datascience/lion/infrastructure/aws/environment-networks","71529570","2","172295084","Deploy target account runners and test that they can deploy jobs in target accounts","closed","alain.atemnkeng","pierreo32","","","2025-08-22T17:29:28.991Z","2025-09-04T15:09:53.923Z","","3","false","https://gitlab.com/atlas-datascience/lion/infrastructure/aws/environment-networks/-/work_items/2"
"atlas-datascience/lion/project-lion/data-ingestion-enrichment/ingestion-gateway","70663322","14","172295092","Use schema from internal npm","closed","chris.sonnenberg","chris.sonnenberg","","","2025-08-22T17:29:47.799Z","2025-08-29T18:33:11.710Z","","3","false","https://gitlab.com/atlas-datascience/lion/project-lion/data-ingestion-enrichment/ingestion-gateway/-/work_items/14"
"atlas-datascience/lion/local-environment","70509031","9","172295175","As Architect I need to create ticket API wrapper and UI","closed","szahniy","szahniy","","","2025-08-22T17:32:55.844Z","2025-08-29T18:12:38.596Z","","5","false","https://gitlab.com/atlas-datascience/lion/local-environment/-/issues/9"
"atlas-datascience/lion/project-lion/data-ingestion-enrichment/open-metadata-client","71561356","7","172296496","Investigate OpenSearch","closed","johndmema","","","","2025-08-22T18:06:56.094Z","2025-08-25T17:16:04.871Z","","5","false","https://gitlab.com/atlas-datascience/lion/project-lion/data-ingestion-enrichment/open-metadata-client/-/issues/7"
"atlas-datascience/lion/predecessor/components/packages/npm/nestjs-logger","67359408","1","172297767","Fix issue with installing the newer npm packages using the runner","closed","alain.atemnkeng","alain.atemnkeng","Sprint Ready","","2025-08-22T18:30:40.878Z","2025-08-27T14:49:33.287Z","","3","false","https://gitlab.com/atlas-datascience/lion/predecessor/components/packages/npm/nestjs-logger/-/issues/1"
"atlas-datascience/lion/local-environment","70509031","26","173838711","test","closed","roy.mayfield","","","","2025-08-25T17:34:36.073Z","2025-09-23T14:48:05.557Z","","","false","https://gitlab.com/atlas-datascience/lion/local-environment/-/issues/26"
"atlas-datascience/lion/devops","71509248","12","172402608","test","closed","roy.mayfield","","","","2025-08-25T17:34:36.073Z","2025-09-23T14:48:05.177Z","","","false","https://gitlab.com/atlas-datascience/lion/devops/-/issues/12"
"atlas-datascience/lion/predecessor/core/catalog/apis/lion","67573033","1","172404206","As PE I want to review 3 User Stories under review","closed","roy.mayfield","alain.atemnkeng","","","2025-08-25T18:21:11.962Z","2025-08-29T18:18:57.482Z","","3","false","https://gitlab.com/atlas-datascience/lion/predecessor/core/catalog/apis/lion/-/issues/1"
"atlas-datascience/lion/local-environment","70509031","40","173838736","As Platform Engineer I want to develop production architecture design","opened","roy.mayfield","pierreo32","Sprint Ready|aspect::enrichment","","2025-08-25T18:56:37.869Z","2025-09-23T14:54:11.899Z","","8","false","https://gitlab.com/atlas-datascience/lion/local-environment/-/issues/40"
"atlas-datascience/lion/devops","71509248","28","173674379","As Platform Engineer I want to develop production architecture design","closed","roy.mayfield","pierreo32","Sprint Ready|aspect::enrichment","","2025-08-25T18:56:37.869Z","2025-09-24T13:18:03.438Z","","8","false","https://gitlab.com/atlas-datascience/lion/devops/-/issues/28"
"atlas-datascience/lion/project-lion/data-ingestion-enrichment/open-metadata-client","71561356","8","172405555","As Platform Engineer I want to develop production architecture design","closed","roy.mayfield","pierreo32","Sprint Ready|aspect::enrichment","","2025-08-25T18:56:37.869Z","2025-09-19T14:58:05.696Z","","8","false","https://gitlab.com/atlas-datascience/lion/project-lion/data-ingestion-enrichment/open-metadata-client/-/issues/8"
"atlas-datascience/lion/project-lion/data-ingestion-enrichment/open-metadata-client","71561356","9","172407268","Implement Coordinate Standardization","closed","johndmema","johndmema","aspect::enrichment","","2025-08-25T19:54:44.334Z","2025-08-27T20:58:07.850Z","","5","false","https://gitlab.com/atlas-datascience/lion/project-lion/data-ingestion-enrichment/open-metadata-client/-/work_items/9"
"atlas-datascience/lion/project-lion/data-ingestion-enrichment/open-metadata-client","71561356","10","172407291","Implement Geospatial Conditioning","opened","johndmema","","Under Review|aspect::enrichment","","2025-08-25T19:55:56.429Z","2025-08-28T20:23:50.671Z","","3","false","https://gitlab.com/atlas-datascience/lion/project-lion/data-ingestion-enrichment/open-metadata-client/-/work_items/10"
"atlas-datascience/lion/project-lion/data-ingestion-enrichment/open-metadata-client","71561356","11","172407316","Implement Security Labeling via OPA","closed","johndmema","johndmema","Sprint Ready|aspect::enrichment","","2025-08-25T19:57:33.526Z","2025-09-08T15:00:59.030Z","","5","false","https://gitlab.com/atlas-datascience/lion/project-lion/data-ingestion-enrichment/open-metadata-client/-/work_items/11"
"atlas-datascience/lion/project-lion/edge-connectors/edge-connector","70663067","52","172441420","Gitlab Repos can install @lion packages via CI","closed","rcross3","rcross3|alain.atemnkeng","Closed|aspect::edge-connector","","2025-08-26T15:24:25.820Z","2025-09-19T14:52:33.518Z","","","false","https://gitlab.com/atlas-datascience/lion/project-lion/edge-connectors/edge-connector/-/issues/52"
"atlas-datascience/lion/project-lion/data-ingestion-enrichment/enrichment-functions/coordinate-conditioning","71561062","1","172466080","Create GeoTransform Database Function","closed","rprice314","rprice314","aspect::catalog","","2025-08-27T01:43:33.069Z","2025-08-29T18:08:54.713Z","","2","false","https://gitlab.com/atlas-datascience/lion/project-lion/data-ingestion-enrichment/enrichment-functions/coordinate-conditioning/-/issues/1"
"atlas-datascience/lion/project-lion/data-ingestion-enrichment/open-metadata-client","71561356","12","172513286","Switch to private registry for schemas","closed","johndmema","","In Progress|aspect::enrichment","","2025-08-27T21:00:14.120Z","2025-08-28T20:24:58.251Z","","","false","https://gitlab.com/atlas-datascience/lion/project-lion/data-ingestion-enrichment/open-metadata-client/-/work_items/12"
"atlas-datascience/lion/project-lion/paxium-api","74013664","1","172612083","Initialize paxium-api repository and scaffold","closed","szahniy","chris.sonnenberg","","","2025-08-29T12:32:19.526Z","2025-09-04T12:01:13.837Z","","3","false","https://gitlab.com/atlas-datascience/lion/project-lion/paxium-api/-/issues/1"
"atlas-datascience/lion/project-lion/paxium-api","74013664","2","172612087","Contracts dependency and AJV wiring","closed","szahniy","chris.sonnenberg","","","2025-08-29T12:32:29.984Z","2025-09-11T20:17:27.918Z","","3","false","https://gitlab.com/atlas-datascience/lion/project-lion/paxium-api/-/issues/2"
"atlas-datascience/lion/project-lion/paxium-api","74013664","3","172612091","OpenAPI surface and health endpoints","closed","szahniy","chris.sonnenberg","","","2025-08-29T12:32:36.159Z","2025-09-16T20:05:40.028Z","","3","false","https://gitlab.com/atlas-datascience/lion/project-lion/paxium-api/-/issues/3"
"atlas-datascience/lion/project-lion/paxium-api","74013664","4","172612102","Auth guard with OIDC JWT","opened","szahniy","","Ready|aspect::api","","2025-08-29T12:32:45.390Z","2025-09-18T20:31:44.164Z","","5","false","https://gitlab.com/atlas-datascience/lion/project-lion/paxium-api/-/issues/4"
"atlas-datascience/lion/project-lion/paxium-api","74013664","5","172612108","OPA Wasm plugin and decision logging","closed","szahniy","chris.sonnenberg","aspect::api","","2025-08-29T12:32:52.529Z","2025-09-22T16:15:36.189Z","","5","false","https://gitlab.com/atlas-datascience/lion/project-lion/paxium-api/-/issues/5"
"atlas-datascience/lion/project-lion/paxium-api","74013664","6","172612112","OpenMetadata proxy: read endpoints","opened","szahniy","","Ready|aspect::api","","2025-08-29T12:32:57.904Z","2025-09-18T20:34:31.986Z","","5","false","https://gitlab.com/atlas-datascience/lion/project-lion/paxium-api/-/issues/6"
"atlas-datascience/lion/project-lion/paxium-api","74013664","7","172612115","OpenSearch proxy: restricted passthrough","opened","szahniy","","Backlog|Parking Lot|aspect::api","","2025-08-29T12:33:03.182Z","2025-09-19T19:02:51.961Z","","5","false","https://gitlab.com/atlas-datascience/lion/project-lion/paxium-api/-/issues/7"
"atlas-datascience/lion/project-lion/paxium-api","74013664","8","172612116","Aggregated GET /v1/search endpoint","opened","szahniy","chris.sonnenberg","In Progress|aspect::api","","2025-08-29T12:33:09.125Z","2025-09-25T20:58:00.796Z","","3","false","https://gitlab.com/atlas-datascience/lion/project-lion/paxium-api/-/issues/8"
"atlas-datascience/lion/project-lion/paxium-api","74013664","9","172612120","Error response normalizer","opened","szahniy","chris.sonnenberg","Sprint Ready|aspect::api","","2025-08-29T12:33:12.872Z","2025-09-22T15:18:28.243Z","","3","false","https://gitlab.com/atlas-datascience/lion/project-lion/paxium-api/-/issues/9"
"atlas-datascience/lion/project-lion/paxium-api","74013664","10","172612123","Observability and correlation","opened","szahniy","","Ready|aspect::api","","2025-08-29T12:33:17.778Z","2025-09-18T20:31:45.842Z","","3","false","https://gitlab.com/atlas-datascience/lion/project-lion/paxium-api/-/issues/10"
"atlas-datascience/lion/project-lion/paxium-api","74013664","11","172612124","CI and CD in GitLab","opened","szahniy","","Ready|aspect::api","","2025-08-29T12:33:22.266Z","2025-09-18T19:09:18.645Z","","3","false","https://gitlab.com/atlas-datascience/lion/project-lion/paxium-api/-/issues/11"
"atlas-datascience/lion/project-lion/paxium-api","74013664","12","172612127","Stage config","opened","szahniy","","Backlog|Parking Lot|aspect::api","","2025-08-29T12:33:26.483Z","2025-09-18T20:32:41.136Z","","2","false","https://gitlab.com/atlas-datascience/lion/project-lion/paxium-api/-/issues/12"
"atlas-datascience/lion/project-lion/paxium-sdk-typescript","74013678","1","172612261","Initialize paxium-sdk-typescript repo and tooling","opened","szahniy","","Backlog|Parking Lot|aspect::sdk","","2025-08-29T12:40:00.940Z","2025-09-19T15:12:29.602Z","","3","false","https://gitlab.com/atlas-datascience/lion/project-lion/paxium-sdk-typescript/-/issues/1"
"atlas-datascience/lion/project-lion/paxium-sdk-typescript","74013678","2","172612266","Contracts dependency and AJV response validation","opened","szahniy","","Backlog|Parking Lot|aspect::sdk","","2025-08-29T12:40:07.948Z","2025-09-19T15:12:29.887Z","","3","false","https://gitlab.com/atlas-datascience/lion/project-lion/paxium-sdk-typescript/-/issues/2"
"atlas-datascience/lion/project-lion/paxium-sdk-typescript","74013678","3","172612267","Core HTTP client with adapters","opened","szahniy","","Backlog|Parking Lot|aspect::sdk","","2025-08-29T12:40:14.018Z","2025-09-19T15:12:30.096Z","","3","false","https://gitlab.com/atlas-datascience/lion/project-lion/paxium-sdk-typescript/-/issues/3"
"atlas-datascience/lion/project-lion/paxium-sdk-typescript","74013678","4","172612270","Auth token injection","opened","szahniy","","Backlog|Parking Lot|aspect::sdk","","2025-08-29T12:40:18.476Z","2025-09-19T15:12:30.320Z","","5","false","https://gitlab.com/atlas-datascience/lion/project-lion/paxium-sdk-typescript/-/issues/4"
"atlas-datascience/lion/project-lion/paxium-sdk-typescript","74013678","5","172612273","Error taxonomy and normalization","opened","szahniy","","Backlog|Parking Lot|aspect::sdk","","2025-08-29T12:40:23.073Z","2025-09-19T15:12:30.542Z","","3","false","https://gitlab.com/atlas-datascience/lion/project-lion/paxium-sdk-typescript/-/issues/5"
"atlas-datascience/lion/project-lion/paxium-sdk-typescript","74013678","7","172612278","Search query builder","opened","szahniy","","Backlog|Parking Lot|aspect::sdk","","2025-08-29T12:40:30.934Z","2025-09-19T15:12:30.745Z","","3","false","https://gitlab.com/atlas-datascience/lion/project-lion/paxium-sdk-typescript/-/issues/7"
"atlas-datascience/lion/project-lion/paxium-sdk-typescript","74013678","8","172612281","Assets client","opened","szahniy","","Backlog|Parking Lot|aspect::sdk","","2025-08-29T12:40:36.538Z","2025-09-19T15:12:30.958Z","","2","false","https://gitlab.com/atlas-datascience/lion/project-lion/paxium-sdk-typescript/-/issues/8"
"atlas-datascience/lion/project-lion/paxium-sdk-typescript","74013678","9","172612284","Access flow wrappers","opened","szahniy","","Backlog|Parking Lot|aspect::sdk","","2025-08-29T12:40:41.503Z","2025-09-19T15:12:31.167Z","","3","false","https://gitlab.com/atlas-datascience/lion/project-lion/paxium-sdk-typescript/-/issues/9"
"atlas-datascience/lion/project-lion/paxium-sdk-typescript","74013678","10","172612286","Pagination helpers and cursors","opened","szahniy","","Backlog|Parking Lot|aspect::sdk","","2025-08-29T12:40:45.061Z","2025-09-19T15:12:31.369Z","","2","false","https://gitlab.com/atlas-datascience/lion/project-lion/paxium-sdk-typescript/-/issues/10"
"atlas-datascience/lion/project-lion/paxium-sdk-typescript","74013678","11","172612293","Docs and examples","opened","szahniy","","Backlog|Parking Lot|aspect::sdk","","2025-08-29T12:40:56.082Z","2025-09-19T15:12:31.560Z","","2","false","https://gitlab.com/atlas-datascience/lion/project-lion/paxium-sdk-typescript/-/issues/11"
"atlas-datascience/lion/project-lion/paxium-sdk-typescript","74013678","12","172612302","CI and release to GitLab Packages","opened","szahniy","","Backlog|Parking Lot|aspect::sdk","","2025-08-29T12:41:05.618Z","2025-09-19T15:12:31.769Z","","2","false","https://gitlab.com/atlas-datascience/lion/project-lion/paxium-sdk-typescript/-/issues/12"
"atlas-datascience/lion/project-lion/paxium-api","74013664","13","172614274","[Spike] pick a lightweight Postgres library and standardize usage","opened","szahniy","chris.sonnenberg","Sprint Ready|aspect::api","","2025-08-29T13:26:57.400Z","2025-09-22T15:18:34.642Z","","1","false","https://gitlab.com/atlas-datascience/lion/project-lion/paxium-api/-/issues/13"
"atlas-datascience/lion/project-lion/paxium-web","74013701","1","172614342","Spike: ADR for UI deployment models (our cloud vs customer cloud, SSR vs SSG)","closed","szahniy","szahniy","aspect::web","","2025-08-29T13:29:13.951Z","2025-09-19T19:29:14.488Z","","3","false","https://gitlab.com/atlas-datascience/lion/project-lion/paxium-web/-/issues/1"
"atlas-datascience/lion/local-environment","70509031","27","173838712","[Spike] semantic release standards and CI templates","opened","szahniy","","Ready|aspect::platform","","2025-08-29T13:33:04.886Z","2025-09-23T14:48:07.562Z","","3","false","https://gitlab.com/atlas-datascience/lion/local-environment/-/issues/27"
"atlas-datascience/lion/devops","71509248","14","172614460","[Spike] semantic release standards and CI templates","closed","szahniy","","Ready|aspect::platform","","2025-08-29T13:33:04.886Z","2025-09-23T14:48:06.947Z","","3","false","https://gitlab.com/atlas-datascience/lion/devops/-/issues/14"
"atlas-datascience/lion/project-lion/paxium-web","74013701","2","172614666","Spike: Finalize navigation and route protection","closed","szahniy","","Backlog|aspect::web","","2025-08-29T13:40:01.190Z","2025-09-19T14:48:02.006Z","","3","false","https://gitlab.com/atlas-datascience/lion/project-lion/paxium-web/-/issues/2"
"atlas-datascience/lion/project-lion/paxium-web","74013701","3","172614668","Initialize paxium-web repo and scaffolding","closed","szahniy","johndmema","aspect::web","","2025-08-29T13:40:08.827Z","2025-09-19T18:48:32.666Z","","3","false","https://gitlab.com/atlas-datascience/lion/project-lion/paxium-web/-/issues/3"
"atlas-datascience/lion/project-lion/paxium-web","74013701","4","172614675","CI and deploy pipelines for SSR or SSG","opened","szahniy","","Backlog|aspect::web","","2025-08-29T13:40:17.470Z","2025-09-19T19:03:08.293Z","","2","false","https://gitlab.com/atlas-datascience/lion/project-lion/paxium-web/-/issues/4"
"atlas-datascience/lion/project-lion/paxium-web","74013701","5","172614691","Auth middleware and session handling","closed","szahniy","johndmema","aspect::web","","2025-08-29T13:40:36.693Z","2025-09-18T20:18:33.022Z","","3","false","https://gitlab.com/atlas-datascience/lion/project-lion/paxium-web/-/issues/5"
"atlas-datascience/lion/project-lion/paxium-web","74013701","6","172614695","SDK integration and environment config","opened","szahniy","","Backlog|Parking Lot|aspect::web","","2025-08-29T13:40:40.511Z","2025-09-19T15:45:15.892Z","","2","false","https://gitlab.com/atlas-datascience/lion/project-lion/paxium-web/-/issues/6"
"atlas-datascience/lion/project-lion/paxium-web","74013701","7","172628179","App shell, layout, and design","closed","szahniy","johndmema","aspect::web","","2025-08-29T16:41:03.865Z","2025-09-18T20:18:34.957Z","","8","false","https://gitlab.com/atlas-datascience/lion/project-lion/paxium-web/-/issues/7"
"atlas-datascience/lion/project-lion/paxium-web","74013701","8","172628185","Search page, server-rendered first paint","closed","szahniy","johndmema","aspect::web","","2025-08-29T16:41:09.069Z","2025-09-18T20:18:46.614Z","","5","false","https://gitlab.com/atlas-datascience/lion/project-lion/paxium-web/-/issues/8"
"atlas-datascience/lion/project-lion/paxium-web","74013701","9","172628193","Map integration with bbox filtering","closed","szahniy","johndmema","aspect::web","","2025-08-29T16:41:13.655Z","2025-09-18T20:18:41.789Z","","5","false","https://gitlab.com/atlas-datascience/lion/project-lion/paxium-web/-/issues/9"
"atlas-datascience/lion/project-lion/paxium-web","74013701","10","172628198","Asset quick view and detail page","closed","szahniy","johndmema","aspect::web","","2025-08-29T16:41:19.702Z","2025-09-18T20:18:44.416Z","","3","false","https://gitlab.com/atlas-datascience/lion/project-lion/paxium-web/-/issues/10"
