Project,project_id,issue_iid,issue_id,title,state,author,assignees,labels,milestone,created_at,updated_at,due_date,weight,confidential,web_url,full_text
"atlas-datascience/lion/project-lion/paxium-access-broker","74557728","1","173633461","Deploy to sandbox","opened","szahniy","","Backlog|Parking Lot|aspect::access-broker","","2025-06-30T16:03:16.192Z","2025-09-19T14:07:10.825Z","","2","false","https://gitlab.com/atlas-datascience/lion/project-lion/paxium-access-broker/-/issues/1","ISSUE TITLE: Deploy to sandbox STATE: opened AUTHOR: szahniy CREATED: 2025-06-30T16:03:16.192Z LABELS: Backlog, Parking Lot, aspect::access-broker ASSIGNEES:  DESCRIPTION: Apply the module against the shared dev payer account (sandbox or dev) and run a manual smoke test via AWS CLI to issue a pre-signed S3 URL through the Access Broker.  **Acceptance criteria**  - curl -XPOST /v1/issue returns signed URL that downloads successfully (we do not have Access Broker yet, may be create Mock script with AWS CLI to request URL). - CloudTrail shows AssumeRole event with correct ExternalId. COMMENTS: None"
"atlas-datascience/lion/project-lion/edge-connectors/edge-connector","70663067","27","169875578","Deploy to sandbox","closed","szahniy","","Backlog|Parking Lot|aspect::edge-connector","","2025-06-30T16:03:16.192Z","2025-09-19T14:52:26.941Z","","2","false","https://gitlab.com/atlas-datascience/lion/project-lion/edge-connectors/edge-connector/-/issues/27","ISSUE TITLE: Deploy to sandbox STATE: closed AUTHOR: szahniy CREATED: 2025-06-30T16:03:16.192Z LABELS: Backlog, Parking Lot, aspect::edge-connector ASSIGNEES:  DESCRIPTION: Apply the module against the shared dev payer account (sandbox or dev) and run a manual smoke test via AWS CLI to issue a pre-signed S3 URL through the Access Broker.  **Acceptance criteria**  - curl -XPOST /v1/issue returns signed URL that downloads successfully (we do not have Access Broker yet, may be create Mock script with AWS CLI to request URL). - CloudTrail shows AssumeRole event with correct ExternalId. COMMENTS: None"
"atlas-datascience/lion/project-lion/data-ingestion-enrichment/ingestion-gateway","70663322","8","170290853","Implement comprehensive tests","closed","aagalyoon","","","","2025-07-08T14:29:25.024Z","2025-08-11T16:31:14.202Z","","","false","https://gitlab.com/atlas-datascience/lion/project-lion/data-ingestion-enrichment/ingestion-gateway/-/issues/8","ISSUE TITLE: Implement comprehensive tests STATE: closed AUTHOR: aagalyoon CREATED: 2025-07-08T14:29:25.024Z LABELS:  ASSIGNEES:  DESCRIPTION: Create unit, integration, and load tests for all components.   **Scope:**  - Unit tests for all services - Integration tests for workflows - Load testing for performance - Security testing  **Acceptance Criteria:**  - Code coverage above 80% - Integration tests pass - Load tests meet performance targets  Estimate: 1.5 weeks COMMENTS: None"
"atlas-datascience/lion/project-lion/edge-connectors/edge-connector","70663067","28","170181685","Implement comprehensive tests","closed","aagalyoon","","aspect::edge-connector","","2025-07-08T14:29:25.024Z","2025-09-19T14:52:27.235Z","","","false","https://gitlab.com/atlas-datascience/lion/project-lion/edge-connectors/edge-connector/-/issues/28","ISSUE TITLE: Implement comprehensive tests STATE: closed AUTHOR: aagalyoon CREATED: 2025-07-08T14:29:25.024Z LABELS: aspect::edge-connector ASSIGNEES:  DESCRIPTION: Create unit, integration, and load tests for all components.   **Scope:**  - Unit tests for all services - Integration tests for workflows - Load testing for performance - Security testing  **Acceptance Criteria:**  - Code coverage above 80% - Integration tests pass - Load tests meet performance targets  Estimate: 1.5 weeks COMMENTS: None"
"atlas-datascience/lion/project-lion/data-ingestion-enrichment/ingestion-gateway","70663322","7","170289735","Implement OpenMetadata client","closed","aagalyoon","","","","2025-07-08T14:29:31.803Z","2025-08-08T20:40:31.616Z","","","false","https://gitlab.com/atlas-datascience/lion/project-lion/data-ingestion-enrichment/ingestion-gateway/-/issues/7","ISSUE TITLE: Implement OpenMetadata client STATE: closed AUTHOR: aagalyoon CREATED: 2025-07-08T14:29:31.803Z LABELS:  ASSIGNEES:  DESCRIPTION: Create integration layer for OpenMetadata to store enriched metadata.  **Features:**  - Entity creation and updates - Bulk operations - Lineage management - Error handling and retries - Search functionality  **Acceptance Criteria:**  - Entities created in OpenMetadata - Bulk ingestion works - Lineage relationships stored - Errors handled gracefully  Estimate: 2 weeks COMMENTS: None"
"atlas-datascience/lion/project-lion/edge-connectors/edge-connector","70663067","29","170181695","Implement OpenMetadata client","closed","aagalyoon","","Backlog|aspect::edge-connector","","2025-07-08T14:29:31.803Z","2025-09-19T14:52:27.496Z","","","false","https://gitlab.com/atlas-datascience/lion/project-lion/edge-connectors/edge-connector/-/issues/29","ISSUE TITLE: Implement OpenMetadata client STATE: closed AUTHOR: aagalyoon CREATED: 2025-07-08T14:29:31.803Z LABELS: Backlog, aspect::edge-connector ASSIGNEES:  DESCRIPTION: Create integration layer for OpenMetadata to store enriched metadata.  **Features:**  - Entity creation and updates - Bulk operations - Lineage management - Error handling and retries - Search functionality  **Acceptance Criteria:**  - Entities created in OpenMetadata - Bulk ingestion works - Lineage relationships stored - Errors handled gracefully  Estimate: 2 weeks COMMENTS: None"
"atlas-datascience/lion/project-lion/data-ingestion-enrichment/ingestion-gateway","70663322","6","170289556","Implement Kinesis Event Receiver","closed","aagalyoon","johndmema","In Progress","","2025-07-08T14:29:37.223Z","2025-07-22T14:50:01.622Z","","","false","https://gitlab.com/atlas-datascience/lion/project-lion/data-ingestion-enrichment/ingestion-gateway/-/issues/6","ISSUE TITLE: Implement Kinesis Event Receiver STATE: closed AUTHOR: aagalyoon CREATED: 2025-07-08T14:29:37.223Z LABELS: In Progress ASSIGNEES: johndmema DESCRIPTION: Lambda that consumes from Kinesis, enriches events, and applies business rules and writes record back to Open Metadata.  Create API structure with authentication, logging, and error handling middleware.  **Acceptance Criteria:**  - API that handles Kinesis Data Stream Events    * All invoking events are logged    * All errors are logged with appropriate log levels    * Records are written to OpenMetadata. - 30% code coverage has been met or exceeded for Unit Tests - All unit tests pass - There are no critical Linting errors  **Components:**  - Kinesis event processing - Enrichment pipeline - Business rules validation - Error handling - Metrics collection  Estimate: 1.5 weeks COMMENTS: None"
"atlas-datascience/lion/project-lion/edge-connectors/edge-connector","70663067","30","170181704","Create Lambda to process Kinesis events","closed","aagalyoon","","aspect::edge-connector","","2025-07-08T14:29:37.223Z","2025-09-19T14:52:27.779Z","","","false","https://gitlab.com/atlas-datascience/lion/project-lion/edge-connectors/edge-connector/-/issues/30","ISSUE TITLE: Create Lambda to process Kinesis events STATE: closed AUTHOR: aagalyoon CREATED: 2025-07-08T14:29:37.223Z LABELS: aspect::edge-connector ASSIGNEES:  DESCRIPTION: Build Lambda that consumes from Kinesis, enriches events, and applies business rules.  **Components:**  - Kinesis event processing - Enrichment pipeline - Business rules validation - Error handling - Metrics collection  **Acceptance Criteria:**  - Lambda processes events from Kinesis - Enrichment adds required metadata - Business rules enforced - Failed events handled properly  Estimate: 1.5 weeks COMMENTS: None"
"atlas-datascience/lion/project-lion/edge-connectors/edge-connector","70663067","31","170181709","Create Kinesis publishing service","closed","aagalyoon","","aspect::edge-connector","","2025-07-08T14:29:42.979Z","2025-09-19T14:52:28.024Z","","","false","https://gitlab.com/atlas-datascience/lion/project-lion/edge-connectors/edge-connector/-/issues/31","ISSUE TITLE: Create Kinesis publishing service STATE: closed AUTHOR: aagalyoon CREATED: 2025-07-08T14:29:42.979Z LABELS: aspect::edge-connector ASSIGNEES:  DESCRIPTION: Build service to publish validated events to Kinesis with batching and retry logic. Features:  Single and batch publishing  Automatic batching for performance  Retry with backoff  Dead letter queue  Partition key strategies  Acceptance Criteria:  Events published to Kinesis  Batching improves throughput  Failed events go to DLQ  Estimate: 1 week COMMENTS: None"
"atlas-datascience/lion/project-lion/data-ingestion-enrichment/ingestion-gateway","70663322","5","170288967","Implement Redis-based event deduplication","closed","aagalyoon","chris.sonnenberg","aspect::edge-connector","","2025-07-08T14:29:48.961Z","2025-09-02T19:26:43.420Z","","5","false","https://gitlab.com/atlas-datascience/lion/project-lion/data-ingestion-enrichment/ingestion-gateway/-/issues/5","ISSUE TITLE: Implement Redis-based event deduplication STATE: closed AUTHOR: aagalyoon CREATED: 2025-07-08T14:29:48.961Z LABELS: aspect::edge-connector ASSIGNEES: chris.sonnenberg DESCRIPTION: Implement a Redis check to dedupe batches by batchIdempotencyKey within 60 minutes.  Acceptance criteria:  - Duplicate batchIdempotencyKey within TTL is dropped and logged. - TTL configurable per environment; defaults to 60 minutes. COMMENTS: None"
"atlas-datascience/lion/project-lion/edge-connectors/edge-connector","70663067","32","170181714","Implement Redis-based event deduplication","closed","aagalyoon","","Backlog|aspect::edge-connector","","2025-07-08T14:29:48.961Z","2025-09-19T14:52:28.275Z","","","false","https://gitlab.com/atlas-datascience/lion/project-lion/edge-connectors/edge-connector/-/issues/32","ISSUE TITLE: Implement Redis-based event deduplication STATE: closed AUTHOR: aagalyoon CREATED: 2025-07-08T14:29:48.961Z LABELS: Backlog, aspect::edge-connector ASSIGNEES:  DESCRIPTION: Add Redis integration to prevent duplicate event processing using idempotency keys.  **Requirements:**  - Check and set operations - Configurable TTL - Circuit breaker for failures - Batch deduplication - Fallback behavior  **Acceptance Criteria:**  - Duplicates detected and rejected - Redis failures handled gracefully - Performance meets requirements  Estimate: 1 week COMMENTS: None"
"atlas-datascience/lion/project-lion/data-ingestion-enrichment/ingestion-gateway","70663322","4","170285541","Implement Ingest Gateway API","closed","aagalyoon","chris.sonnenberg","","","2025-07-08T14:30:03.246Z","2025-08-25T18:16:03.681Z","","8","false","https://gitlab.com/atlas-datascience/lion/project-lion/data-ingestion-enrichment/ingestion-gateway/-/issues/4","ISSUE TITLE: Implement Ingest Gateway API STATE: closed AUTHOR: aagalyoon CREATED: 2025-07-08T14:30:03.246Z LABELS:  ASSIGNEES: chris.sonnenberg DESCRIPTION:  Create API structure with authentication, logging, and error handling middleware.  **Acceptance Criteria:**  - API that handles HTTP POST for edge connector events    * HTTP request body will contain an array of events from the edge connector    * HTTP body must be validated    * All Requests and Responses are logged    * All Error Responses align with applicable HTTP Codes    * Content Validation Errors will return HTTP 400 Error Code    * Correlation ID tracking Errors will return:       - HTTP 409 if the request is replayed while still being processed       - HTTP 422 if the key is reused for a different request    * Valid Requests will return an HTTP 202 response as there is not guarantee of completed processing.    * All validated events are written to the Kenisis stream for down stream processing. - 30% code coverage has been met or exceeded for Unit Tests - All unit tests pass - There are no critical Linting errors  - ~~JWT authentication~~ - Make its own issue - ~~Health check endpoint~~ - If Lambda this may not be appropriate.   - ~~Rate limiting~~ - Handled by infrastructure / API Gateway  Estimate: 1 week COMMENTS: None"
"atlas-datascience/lion/project-lion/edge-connectors/edge-connector","70663067","34","170181728","Implement base API with middleware","closed","aagalyoon","","aspect::edge-connector","","2025-07-08T14:30:03.246Z","2025-09-19T14:52:28.556Z","","","false","https://gitlab.com/atlas-datascience/lion/project-lion/edge-connectors/edge-connector/-/issues/34","ISSUE TITLE: Implement base API with middleware STATE: closed AUTHOR: aagalyoon CREATED: 2025-07-08T14:30:03.246Z LABELS: aspect::edge-connector ASSIGNEES:  DESCRIPTION: Create API structure with authentication, logging, and error handling middleware.  **Requirements:**  - JWT authentication - Request/response logging - Error handling - ~~Health check endpoint~~ - ~~Rate limiting~~ - Handled by infrastructure / API Gateway - Correlation ID tracking  **Acceptance Criteria:**  - Authentication works with JWT - All requests logged - Errors return consistent format  Estimate: 1 week COMMENTS: None"
"atlas-datascience/lion/project-lion/data-ingestion-enrichment/ingestion-gateway","70663322","3","170285502","(Platform) Configure AWS resources using Infrastructure as Code","closed","aagalyoon","","","","2025-07-08T18:10:35.432Z","2025-08-22T01:16:12.239Z","","","false","https://gitlab.com/atlas-datascience/lion/project-lion/data-ingestion-enrichment/ingestion-gateway/-/issues/3","ISSUE TITLE: (Platform) Configure AWS resources using Infrastructure as Code STATE: closed AUTHOR: aagalyoon CREATED: 2025-07-08T18:10:35.432Z LABELS:  ASSIGNEES:  DESCRIPTION: Set up AWS infrastructure including API Gateway, Lambda functions, Kinesis stream, and Redis cluster.  **Components:**  - API Gateway for ingestion endpoint - separate task - Lambda functions (Ingestion and Enrichment) - Kinesis Data Stream - ElastiCache Redis cluster - IAM roles and policies - CloudWatch logging - expand  **Acceptance Criteria:**  - IaC templates deploy successfully - All resources properly configured - Security groups set up - IAM set up - Monitoring enabled - expand  Estimate: 1 week COMMENTS: None"
"atlas-datascience/lion/project-lion/edge-connectors/edge-connector","70663067","35","170190353","(Platform) Configure AWS resources using Infrastructure as Code","closed","aagalyoon","","aspect::edge-connector","","2025-07-08T18:10:35.432Z","2025-09-19T14:52:28.866Z","","","false","https://gitlab.com/atlas-datascience/lion/project-lion/edge-connectors/edge-connector/-/issues/35","ISSUE TITLE: (Platform) Configure AWS resources using Infrastructure as Code STATE: closed AUTHOR: aagalyoon CREATED: 2025-07-08T18:10:35.432Z LABELS: aspect::edge-connector ASSIGNEES:  DESCRIPTION: Set up AWS infrastructure including API Gateway, Lambda functions, Kinesis stream, and Redis cluster.  **Components:**  - API Gateway for ingestion endpoint - separate task - Lambda functions (Ingestion and Enrichment) - Kinesis Data Stream - ElastiCache Redis cluster - IAM roles and policies - CloudWatch logging - expand  **Acceptance Criteria:**  - IaC templates deploy successfully - All resources properly configured - Security groups set up - IAM set up - Monitoring enabled - expand  Estimate: 1 week COMMENTS: None"
"atlas-datascience/lion/project-lion/data-ingestion-enrichment/ingestion-gateway","70663322","1","170285351","Initialize ingestion-gateway repository","closed","aagalyoon","","","","2025-07-08T18:12:00.184Z","2025-08-08T20:47:08.227Z","","","false","https://gitlab.com/atlas-datascience/lion/project-lion/data-ingestion-enrichment/ingestion-gateway/-/issues/1","ISSUE TITLE: Initialize ingestion-gateway repository STATE: closed AUTHOR: aagalyoon CREATED: 2025-07-08T18:12:00.184Z LABELS:  ASSIGNEES:  DESCRIPTION: Create repository and set up NestJS TypeScript project for both API Gateway and Enrichment Lambda functions.  **Tasks:**  - Create feature branch on the ingestion-gateway repository - Initialize NestJS project with TypeScript - Configure ESLint, Prettier, and git hooks - ~~Set up Docker for local development~~ Separate Ticket - ~~Create basic CI/CD pipeline~~ Separate Ticket - Add environment configuration  **Acceptance Criteria:**  - Repository created and accessible - NestJS project runs locally - Linting and formatting work - Project Structure matches that of the Edge Connector - ~~Docker compose starts all dependencies~~ Separate Ticket - ~~Basic pipeline runs tests~~  Estimate: 2 days COMMENTS: None"
"atlas-datascience/lion/project-lion/edge-connectors/edge-connector","70663067","36","170190372","Initialize ingestion-gateway repository","closed","aagalyoon","","aspect::edge-connector","","2025-07-08T18:12:00.184Z","2025-09-19T14:52:29.124Z","","","false","https://gitlab.com/atlas-datascience/lion/project-lion/edge-connectors/edge-connector/-/issues/36","ISSUE TITLE: Initialize ingestion-gateway repository STATE: closed AUTHOR: aagalyoon CREATED: 2025-07-08T18:12:00.184Z LABELS: aspect::edge-connector ASSIGNEES:  DESCRIPTION: Create repository and set up NestJS TypeScript project for both API Gateway and Enrichment Lambda functions.  **Tasks:**  - Create feature branch on the ingestion-gateway repository - Initialize NestJS project with TypeScript - Configure ESLint, Prettier, and git hooks - ~~Set up Docker for local development~~ Separate Ticket - ~~Create basic CI/CD pipeline~~ Separate Ticket - Add environment configuration  **Acceptance Criteria:**  - Repository created and accessible - NestJS project runs locally - Linting and formatting work - Project Structure matches that of the Edge Connector - ~~Docker compose starts all dependencies~~ Separate Ticket - ~~Basic pipeline runs tests~~  Estimate: 2 days COMMENTS: None"
"atlas-datascience/lion/project-lion/data-ingestion-enrichment/ingestion-gateway","70663322","2","170285473","Create documentation and deployment guides","closed","aagalyoon","chris.sonnenberg","aspect::edge-connector","","2025-07-08T19:57:02.997Z","2025-08-28T18:41:36.940Z","","3","false","https://gitlab.com/atlas-datascience/lion/project-lion/data-ingestion-enrichment/ingestion-gateway/-/issues/2","ISSUE TITLE: Create documentation and deployment guides STATE: closed AUTHOR: aagalyoon CREATED: 2025-07-08T19:57:02.997Z LABELS: aspect::edge-connector ASSIGNEES: chris.sonnenberg DESCRIPTION: Write comprehensive documentation for the system.  **Deliverables:**  - API documentation - Deployment guide - Configuration reference  **Acceptance Criteria:**  - All APIs documented - ~~Deployment automated~~  Estimate: 1 week COMMENTS: None"
"atlas-datascience/lion/example-datasets","70542589","10","170194267","Create documentation and deployment guides","closed","aagalyoon","","","","2025-07-08T19:57:02.997Z","2025-07-10T17:45:23.836Z","","","false","https://gitlab.com/atlas-datascience/lion/example-datasets/-/issues/10","ISSUE TITLE: Create documentation and deployment guides STATE: closed AUTHOR: aagalyoon CREATED: 2025-07-08T19:57:02.997Z LABELS:  ASSIGNEES:  DESCRIPTION: Write comprehensive documentation for the system.  **Deliverables:**  - API documentation - Deployment guide - Configuration reference - Operational runbooks  **Acceptance Criteria:**  - All APIs documented - Deployment automated - Runbooks cover common scenarios  Estimate: 1 week COMMENTS: None"
"atlas-datascience/lion/project-lion/edge-connectors/edge-connector","70663067","37","170247928","Example-Datasets S3 Event Generator - Event Creation","closed","rcross3","johndmema","Closed|aspect::edge-connector","","2025-07-10T00:08:56.122Z","2025-09-19T14:52:29.417Z","","","false","https://gitlab.com/atlas-datascience/lion/project-lion/edge-connectors/edge-connector/-/issues/37","ISSUE TITLE: Example-Datasets S3 Event Generator - Event Creation STATE: closed AUTHOR: rcross3 CREATED: 2025-07-10T00:08:56.122Z LABELS: Closed, aspect::edge-connector ASSIGNEES: johndmema DESCRIPTION: As a user I would like to be able to perform end-to-end testing of the Lion project with a robust, production-like event dataset. Step one is to generate those events for capture.  **Success Criteria:**  * Add a command to stand up a s3 Bucket: **_LionTestData_** in the LocalEnvironment repo using localstack (hint: this has been done in the LocalEnvironment Repo) * Create a Typescript script in LocalEnvironment that will upload all files from any subdirectory in example-datasets and POST them into a LocalStack s3 bucket * Using the object keys from a successful post, perform PUTs to update (create new versions) objects with new metadata. * Perform a COPY of each uploaded item to another location in the same bucket * Perform a mix of DELETE, SOFT DELETE on those copies COMMENTS: None"
"atlas-datascience/lion/infrastructure/aws/master-network","71529533","1","170277749","Master Network Design","closed","freedomgb","pierreo32","","","2025-07-10T15:21:31.370Z","2025-08-08T20:49:23.036Z","2025-07-14","","false","https://gitlab.com/atlas-datascience/lion/infrastructure/aws/master-network/-/issues/1","ISSUE TITLE: Master Network Design STATE: closed AUTHOR: freedomgb CREATED: 2025-07-10T15:21:31.370Z LABELS:  ASSIGNEES: pierreo32 DESCRIPTION: Need to develop a master network design that demonstrates a multi VPC, multi account strategy.  Components: - Architecture Design documentation - - network diagram - - supporting documents defining concepts and strategy Acceptance Criteria: - Ensures minimal public exposure to private resources. - Ensures AWS network protection mechanisms are employed. - Provides singular access to AWS private VPC endpoints across all accounts . - Configuration is pluggable with respect to environment accounts supporting development, stage and production. COMMENTS: None"
"atlas-datascience/lion/infrastructure/aws/master-network","71529533","2","170278012","Establish Terraform Templates for Master Network","closed","freedomgb","","","","2025-07-10T15:26:29.935Z","2025-08-11T16:24:55.583Z","","","false","https://gitlab.com/atlas-datascience/lion/infrastructure/aws/master-network/-/issues/2","ISSUE TITLE: Establish Terraform Templates for Master Network STATE: closed AUTHOR: freedomgb CREATED: 2025-07-10T15:26:29.935Z LABELS:  ASSIGNEES:  DESCRIPTION: Create the IaaC in Terraform that can be utilized through CICD to build out the network in the Master Account.  Components: - IaaC for Network in Terraform  Acceptance Criteria: - IaaC reflects the agreed to design of the master network. - IaaC is validated and deployed through automation. COMMENTS: None"
"atlas-datascience/lion/infrastructure/aws/environment-networks","71529570","1","170278419","Establish Environment Networks","closed","freedomgb","","","","2025-07-10T15:29:27.273Z","2025-08-08T20:50:02.701Z","","","false","https://gitlab.com/atlas-datascience/lion/infrastructure/aws/environment-networks/-/issues/1","ISSUE TITLE: Establish Environment Networks STATE: closed AUTHOR: freedomgb CREATED: 2025-07-10T15:29:27.273Z LABELS:  ASSIGNEES:  DESCRIPTION: Create the IaaC in Terraform that can be utilized through CICD to build out each of the environment networks.  Components: - IaaC for Network in Terraform  Acceptance Criteria: - IaaC reflects the agreed to design of the environment networks. - Environment networks leverage configured route rules and peering to integrate VPCs across accounts. - IaaC is validated and deployed through automation. COMMENTS: None"
"atlas-datascience/lion/renovate-runner","71311398","1","170322416","Dependency Dashboard","closed","group_101972113_bot_9af811fe10be4bb757f2747a3517b37c","","","","2025-07-11T12:39:13.272Z","2025-08-08T21:04:47.048Z","","","false","https://gitlab.com/atlas-datascience/lion/renovate-runner/-/issues/1","ISSUE TITLE: Dependency Dashboard STATE: closed AUTHOR: group_101972113_bot_9af811fe10be4bb757f2747a3517b37c CREATED: 2025-07-11T12:39:13.272Z LABELS:  ASSIGNEES:  DESCRIPTION: This issue lists Renovate updates and detected dependencies. Read the [Dependency Dashboard](https://docs.renovatebot.com/key-concepts/dashboard/) docs to learn more.  ## Awaiting Schedule  These updates are awaiting their schedule. Click on a checkbox to get an update now.   - [ ] <!-- unschedule-branch=renovate-lock-file-maintenance -->chore(deps): lock file maintenance  ## Open  These updates have all been created already. Click a checkbox below to force a retry/rebase of any.   - [ ] <!-- rebase-branch=renovate-conventional-changelog-conventionalcommits-9.x -->[chore(deps): update dependency conventional-changelog-conventionalcommits to v9](!2)  - [ ] <!-- rebase-branch=renovate-major-semantic-release-monorepo -->[chore(deps): update semantic-release monorepo (major)](!4) (`@semantic-release/gitlab`, `semantic-release`)  - [ ] <!-- rebase-branch=renovate-ghcr.io-renovatebot-renovate-41.x -->[feat(deps): update ghcr.io/renovatebot/renovate docker tag to v41](!5)  - [ ] <!-- rebase-branch=renovate-renovate-renovate-41.x -->[feat(deps): update renovate/renovate docker tag to v41](!6)  - [ ] <!-- rebase-all-open-prs -->**Click on this checkbox to rebase all open MRs at once**  ## Detected dependencies  <details><summary>gitlabci</summary> <blockquote>  <details><summary>templates/renovate.gitlab-ci.yml</summary>   </details>  <details><summary>templates/renovate-dind.gitlab-ci.yml</summary>   </details>  <details><summary>templates/renovate-config-validator.gitlab-ci.yml</summary>   </details>  </blockquote> </details>  <details><summary>npm</summary> <blockquote>  <details><summary>package.json</summary>   - `@semantic-release/gitlab 12.1.1`  - `conventional-changelog-conventionalcommits 7.0.2`  - `prettier 3.6.2`  - `semantic-release 22.0.12`  </details>  </blockquote> </details>  <details><summary>regex</summary> <blockquote>  <details><summary>README.md</summary>   </details>  <details><summary>templates/renovate-config-validator.gitlab-ci.yml</summary>   - `ghcr.io/renovatebot/renovate 37.440.7@sha256:1ee424e0ed4d8e64e5bb2d442d6bc72b3809bb9d0cf804f4b7180caa47d6002a`  </details>  <details><summary>templates/renovate-dind.gitlab-ci.yml</summary>   - `renovate/renovate 37.440.7@sha256:42bedb4c35c5403faf50e82283f4f92f902addf9986a1f91281d9aa25d8a4a32`  </details>  <details><summary>templates/renovate.gitlab-ci.yml</summary>   - `ghcr.io/renovatebot/renovate 37.440.7@sha256:1ee424e0ed4d8e64e5bb2d442d6bc72b3809bb9d0cf804f4b7180caa47d6002a`  </details>  </blockquote> </details> COMMENTS: None"
"atlas-datascience/lion/test-project","70868426","1","170363886","Dependency Dashboard","closed","group_101972113_bot_9af811fe10be4bb757f2747a3517b37c","","","","2025-07-12T02:41:45.249Z","2025-09-05T15:30:12.262Z","","","false","https://gitlab.com/atlas-datascience/lion/test-project/-/issues/1","ISSUE TITLE: Dependency Dashboard STATE: closed AUTHOR: group_101972113_bot_9af811fe10be4bb757f2747a3517b37c CREATED: 2025-07-12T02:41:45.249Z LABELS:  ASSIGNEES:  DESCRIPTION: This issue lists Renovate updates and detected dependencies. Read the [Dependency Dashboard](https://docs.renovatebot.com/key-concepts/dashboard/) docs to learn more.  ## Open  These updates have all been created already. Click a checkbox below to force a retry/rebase of any.   - [ ] <!-- rebase-branch=renovate-aws-6.x -->[Update Terraform aws to v6](!2)  ## Detected dependencies  <details><summary>gitlabci</summary> <blockquote>  <details><summary>.gitlab-ci.yml</summary>   </details>  </blockquote> </details>  <details><summary>terraform</summary> <blockquote>  <details><summary>main.tf</summary>   - `aws ~> 5.0`  </details>  </blockquote> </details> COMMENTS: None"
"atlas-datascience/lion/local-environment","70509031","4","170565659","S3 Event Generator - Enqueue and Capture","closed","rcross3","johndmema","","","2025-07-14T14:54:28.330Z","2025-08-11T16:03:20.987Z","","","false","https://gitlab.com/atlas-datascience/lion/local-environment/-/issues/4","ISSUE TITLE: S3 Event Generator - Enqueue and Capture STATE: closed AUTHOR: rcross3 CREATED: 2025-07-14T14:54:28.330Z LABELS:  ASSIGNEES: johndmema DESCRIPTION: Building upon the events generated from the S3 operations in part one. Create mechanisms to capture all S3 events triggered (via SNS) from the test bucket to an SQS (Simple Queue System). Then build a script to receive and save these SQS Records. So that we can replay them for integration/end-to-end testing. COMMENTS: None"
"atlas-datascience/lion/cicd/catalog/pipelines","71129638","1","170580184","Pipeline for Typescript/NodeJS","closed","freedomgb","alain.atemnkeng","","","2025-07-14T19:38:41.176Z","2025-08-29T18:23:31.871Z","","3","false","https://gitlab.com/atlas-datascience/lion/cicd/catalog/pipelines/-/issues/1","ISSUE TITLE: Pipeline for Typescript/NodeJS STATE: closed AUTHOR: freedomgb CREATED: 2025-07-14T19:38:41.176Z LABELS:  ASSIGNEES: alain.atemnkeng DESCRIPTION: Development teams need a defined pipeline for evaluating Typescript/NodeJs code.  Success Criteria: - Pipelines must utilize Gitlab Components strategy. - Pipeline must build the application utilizing `node build` script contained within package.json - Pipeline must run unit tests and produce code coverage that is integratabtle with Gitlab using `npm run test:cov` - Pipeline must run linter using `npm run lint` - Pipeline must run SAST and produce results that are published to Gitlab Security and Vulnerability dashboard - Pipeline must run Secrets detection - Pipeline must run Dependancy Checks - Pipeline must produce CycloneDx compatible SBOM that can be published to Gitlab Security and Vulnerability dashboard - NodeJs 22 must be used for the pipeline baseline - Pipelines should be configurable to support more than one version of NodeJs - Container pipeline must be integratabtle but only run container jobs when needed and jobs only run once dependencies have been met. COMMENTS: None"
"atlas-datascience/lion/project-lion/edge-connectors/edge-connector","70663067","38","170679762","Implement Process Flow for Edge Connector","closed","rcross3","rcross3","aspect::edge-connector","","2025-07-16T17:08:59.602Z","2025-09-19T14:52:29.846Z","","","false","https://gitlab.com/atlas-datascience/lion/project-lion/edge-connectors/edge-connector/-/issues/38","ISSUE TITLE: Implement Process Flow for Edge Connector STATE: closed AUTHOR: rcross3 CREATED: 2025-07-16T17:08:59.602Z LABELS: aspect::edge-connector ASSIGNEES: rcross3 DESCRIPTION: The skeleton control flow is very tightly coupled and does not implement graceful error handling or processing of events. Create the external control flow that will manage the structure defined in this diagram:  ![image.png](/uploads/b12ea6e91c3085a5f06e2025a4e6940b/image.png){width=591 height=382} COMMENTS: None"
"atlas-datascience/lion/project-lion/schemas","71164198","1","170698012","Publish Schema and Types package (lion/schema)","closed","rcross3","","","","2025-07-16T17:11:01.756Z","2025-08-26T15:24:26.473Z","","","false","https://gitlab.com/atlas-datascience/lion/project-lion/schemas/-/issues/1","ISSUE TITLE: Publish Schema and Types package (lion/schema) STATE: closed AUTHOR: rcross3 CREATED: 2025-07-16T17:11:01.756Z LABELS:  ASSIGNEES:  DESCRIPTION: Now that the schema repo is more defined, lets move type compilation (currently in edge-connector), generate types using the utility. And publish the schema repo as a package to our registry  Success Criteria  Exposes JSON for import   Exposes type declaration files for import COMMENTS: None"
